year_film,decade_film,release_date,year_ceremony,ceremony,film,original_title,name,category,winner
1967,1960,1967-12-11,1968,40,Guess Who's Coming to Dinner,Guess Who's Coming to Dinner,DeVol,MUSIC (Scoring of Music--adaptation or treatment),FALSE
1967,1960,1967-03-22,1968,40,Thoroughly Modern Millie,Thoroughly Modern Millie,"Andre Previn, Joseph Gershenson",MUSIC (Scoring of Music--adaptation or treatment),FALSE
1967,1960,1967-12-27,1968,40,Valley of the Dolls,Valley of the Dolls,John Williams,MUSIC (Scoring of Music--adaptation or treatment),FALSE
1967,1960,1967-10-18,1968,40,The Jungle Book,The Jungle Book,Music and Lyrics by Terry Gilkyson,MUSIC (Song),FALSE
1967,1960,1967-12-13,1968,40,Banning,Banning,Music by Quincy Jones; Lyrics by Bob Russell,MUSIC (Song),FALSE
1967,1960,1967-04-28,1968,40,Casino Royale,Casino Royale,Music by Burt Bacharach; Lyrics by Hal David,MUSIC (Song),FALSE
1967,1960,1967-12-19,1968,40,Doctor Dolittle,Doctor Dolittle,Music and Lyrics by Leslie Bricusse,MUSIC (Song),TRUE
1967,1960,1967-03-22,1968,40,Thoroughly Modern Millie,Thoroughly Modern Millie,Music and Lyrics by James Van Heusen and Sammy Cahn,MUSIC (Song),FALSE
1967,1960,1967-08-14,1968,40,Bonnie and Clyde,Bonnie and Clyde,"Warren Beatty, Producer",BEST PICTURE,FALSE
1967,1960,1967-12-19,1968,40,Doctor Dolittle,Doctor Dolittle,"Arthur P. Jacobs, Producer",BEST PICTURE,FALSE
1967,1960,1967-12-21,1968,40,The Graduate,The Graduate,"Lawrence Turman, Producer",BEST PICTURE,FALSE
1967,1960,1967-12-11,1968,40,Guess Who's Coming to Dinner,Guess Who's Coming to Dinner,"Stanley Kramer, Producer",BEST PICTURE,FALSE
1967,1960,1967-08-02,1968,40,In the Heat of the Night,In the Heat of the Night,"Walter Mirisch, Producer",BEST PICTURE,TRUE
1967,1960,1967-01-01,1968,40,The Box,The Box,"Fred Wolf, Producer",SHORT SUBJECT (Cartoon),TRUE
1967,1960,1967-01-01,1968,40,Hypothese Beta,Hypothèse Beta,"Jean-Charles Meunier, Producer",SHORT SUBJECT (Cartoon),FALSE
1967,1960,1967-01-01,1968,40,What on Earth!,What on Earth!,"Robert Verrall and Wolf Koenig, Producers",SHORT SUBJECT (Cartoon),FALSE
1966,1960,1966-02-01,1968,40,Paddle to the Sea,Paddle to the Sea,"Julian Biggs, Producer",SHORT SUBJECT (Live Action),FALSE
1967,1960,1967-10-01,1968,40,A Place to Stand,A Place to Stand,"Christopher Chapman, Producer",SHORT SUBJECT (Live Action),TRUE
1967,1960,1967-04-11,1968,40,Sky over Holland,Sky Over Holland,"John Ferno, Producer",SHORT SUBJECT (Live Action),FALSE
1967,1960,NA,1968,40,"Stop, Look and Listen",NA,"Len Janson and Chuck Menville, Producers",SHORT SUBJECT (Live Action),FALSE
1967,1960,1967-10-25,1968,40,Camelot,Camelot,Warner Bros.-Seven Arts Studio Sound Department,SOUND,FALSE
1967,1960,1967-06-15,1968,40,The Dirty Dozen,The Dirty Dozen,Metro-Goldwyn-Mayer Studio Sound Department,SOUND,FALSE
1967,1960,1967-12-19,1968,40,Doctor Dolittle,Doctor Dolittle,20th Century-Fox Studio Sound Department,SOUND,FALSE
1967,1960,1967-08-02,1968,40,In the Heat of the Night,In the Heat of the Night,Samuel Goldwyn Studio Sound Department,SOUND,TRUE
1967,1960,1967-03-22,1968,40,Thoroughly Modern Millie,Thoroughly Modern Millie,Universal City Studio Sound Department,SOUND,FALSE
1967,1960,1967-06-15,1968,40,The Dirty Dozen,The Dirty Dozen,John Poyner,SOUND EFFECTS,TRUE
1967,1960,1967-08-02,1968,40,In the Heat of the Night,In the Heat of the Night,James A. Richard,SOUND EFFECTS,FALSE
1967,1960,1967-12-19,1968,40,Doctor Dolittle,Doctor Dolittle,L. B. Abbott,SPECIAL VISUAL EFFECTS,TRUE
1967,1960,1967-02-07,1968,40,Tobruk,Tobruk,"Howard A. Anderson, Jr., Albert Whitlock",SPECIAL VISUAL EFFECTS,FALSE
1967,1960,1967-11-01,1968,40,Cool Hand Luke,Cool Hand Luke,"Donn Pearce, Frank R. Pierson",WRITING (Screenplay--based on material from another medium),FALSE
1967,1960,1967-12-21,1968,40,The Graduate,The Graduate,"Calder Willingham, Buck Henry",WRITING (Screenplay--based on material from another medium),FALSE
